id,ACC,F1,SE,SP,IoU,AUC
S1088R03,0.9943080357142857,0.9631236442516269,0.9821560241852234,0.9953030101788237,0.9288702928870293,
S1088R04,0.9935602678571429,0.9624324500292988,0.9964945395712552,0.9932954503972841,0.9275853413654619,
S1088R05,0.9909151785714285,0.9450816354068277,0.9977207977207977,0.9903366432550255,0.8958812995651062,
S1088R06,0.9946651785714286,0.9657052661787918,1.0,0.9942319295281766,0.933684794672586,
S1088R07,0.9941183035714286,0.9642251035231824,0.9966320516418748,0.9939011082280477,0.9309214838117709,
S1089L01,0.9915290178571429,0.9422857577370543,0.9998386315959336,0.9909115979041522,0.8908698777857657,
S1089L02,0.9939732142857143,0.9644736842105263,1.0,0.9934362465054091,0.9313850063532402,
S1089L03,0.9885825892857143,0.9345866103970842,1.0,0.9875686579497399,0.8772056175729204,
S1089L04,0.9927120535714286,0.9583572476245138,0.9953636243211021,0.9924680991090907,0.9200440798334761,
S1089L05,0.9950669642857143,0.9703076716377804,0.9973760530313492,0.994863949295159,0.9423277661795407,
S1089L06,0.99171875,0.9499797761898342,1.0,0.9910119436974586,0.9047252182845403,
S1089L07,0.9948772321428572,0.9694183489906056,0.9973951192761173,0.9946540956916872,0.9406516679596586,
S1089R01,0.9940959821428571,0.9706779003381187,0.9870364107766881,0.9948717313480905,0.9430263866451265,
